,JavaScript,JS,All,Folder: JS - kod + grafika/2 -> Jaki wynik zwróci ten fragment kodu?,true,false,TypeError,null,1
,JavaScript,JS,All,Folder: JS - kod + grafika/3 -> Jaki wynik zwróci ten fragment kodu?,true,false,TypeError,NaN,2
,JavaScript,JS,All,Folder: JS - kod + grafika/4 -> Jaki wynik zwróci ten alert?,number,function,undefined,NaN,2
,JavaScript,JS,All,Folder: JS - kod + grafika/5 -> Jaki wynik zwróci ten fragment kodu?,0,2,11,"""11""",2
,JavaScript,JS,All,Folder: JS - kod + grafika/6 -> Jaki wynik zwróci ten fragment kodu?,true,false,TypeError,Skip,1
,JavaScript,JS,All,Folder: JS - kod + grafika/7 -> Jaki wynik zwróci ten fragment kodu?,"""f, o, o""",TypeError,"[""f"", ""o"", ""o""]","[] [] [""f"", ""o"", ""o""]",1
,JavaScript,JS,All,Folder: JS - kod + grafika/8 -> Jaki wynik zwróci ten fragment kodu?,""",,,,,""",[],"""[]""","[NaN, NaN, NaN, NaN, NaN]",1
,JavaScript,JS,All,Folder: JS - kod + grafika/9 -> Co pokaże konsola? ,"['foo', 'bar', 'baz']","['foo', 'bar', 'baz', 'bin']","['bin', 'foo', 'bar', 'baz']",['bin'],4
,JavaScript,JS,All,Folder: JS - kod + grafika/10 -> Jaki wynik zwróci ten fragment kodu?,NaN,false,true,undefined,3
,JavaScript,JS,All,Folder: JS - kod + grafika/11 ->  Co pokaże konsola? ,ReferrenceError,TypeError,undefined,0,3
,JavaScript,JS,All,Folder: JS - kod + grafika/12 -> Jaki wynik zwróci ten fragment kodu?,true,TypeError,false,null,3
,JavaScript,JS,All,Folder: JS - kod + grafika/13 -> Jaki wynik zwróci ten fragment kodu?,TypeError,NaN,4,5,2
,JavaScript,JS,All,Folder: JS - kod + grafika/14 -> Jaki wynik zwrócialert?,1,2,3,0,2
,JavaScript,JS,All,Folder: JS - kod + grafika/15 -> Jaki wynik zwróci ten fragment kodu?,NaN,true,false,TypeError,3
,JavaScript,JS,Junior,Wewnątrz jakiego elementu HTML umieszczamy kod JavaScript?,<javascript>,<js>,<script>,<scripts>,3
,JavaScript,JS,Junior,"Jak skutecznie zmienić zawartość tego elementu? <p id=""demo""> To jest demo </p>","document.getElementByName(""p"").innerHTML = ""nowy tekst"";","document.getElement(""p"").innerHTML = ""nowy tekst"";","#demo.innerHTML = ""nowy tekst"";","document.getElementById(""p"").innerHTML = ""nowy tekst"";",4
,JavaScript,JS,Junior,W którym miejscu w dokumencie HTML należy umieszczać JavaScript?,W sekcji <head>,Można zarówno w sekcji <head> jak i w sekcji <body>,W sekcji <body> ,"pliki z JavaScript umieszcza się osobno, nie w dokumencie HTML",2
,JavaScript,jQuery,Junior,Czy można jednocześnie korzystać z jQuery i AJAX?,Tak,Nie,null,null,1
,JavaScript,jQuery,Junior,Funkcjahtml() działa zarówno w przyadku dokumentów HTML jak i dokumentów XML,Prawda,Fałsz,null,null,2
,JavaScript,jQuery,Junior,który kod jest poprawny i zmieni kolor tła wszytskich elementów 'p' na czerwony?,"$(""p"").css(""background-color"", ""red"");","$(""p"").layout(""background-color"", ""red"");","$(""p"").change(""background-color"", ""red"");","$(""p"").style(""background-color"", ""red"");",1
,JavaScript,jQuery,Junior,"który element zostanie wybrany poprzez $(""div.intro""). ?",Wszystkie divy z klasą 'intro',Wszystkie elementy wewnątrz pierwszego diva z klasą 'intro',Pierwszy div z klasą 'intro',Pierwszy div z id 'intro',1
,JavaScript,jQuery,Junior,Czy jQuery jest standardem W3C?,Tak,Nie,null,null,2
,JavaScript,jQuery,Junior,która funkcjajest używana do ukrycia wybranego elementu?,visible(false),display(none),hide(),hidden(),3
,JavaScript,jQuery,Junior,która funkcjajest używana do zmiany jednego lub większej ilości stylów wybranego elementu?,style(),modify(),html(),css(),4
,JavaScript,jQuery,Junior,która funkcjajest wykorzystywana do wykonania asynchronicznego żądania HTTP?,jQuery.ajax.Setup(),jQuery.ajax(),jQuery.ajaxAsync(),jQuery.ajax.get(),2
,JavaScript,jQuery,Junior,która funkcjazmieni wysokość wszystkich elementów div na 100 pikseli?,"$(""div"").height = ""100"";","$(""div"").height(100);","$(""div"").height.set(100);","$(""div"").yPos(100);",2
,JavaScript,jQuery,Junior,"Który element wybierzemy poprzez wyrażenie $(""div p"")?",Pierwszy element p wewnątrz diva,Wszystkie divy wewnątrz elementu p,Wszystkie elementy p wewnątrz diva,"Wszystkie divy, które zawierają element p",3
,JavaScript,jQuery,Mid,Która funkcja zablokuje wykonywanie skryptu do momentu pełnego załadowania strony?,$(document).ready();,$(body)onLoad();,$(document).load(),$(document).ignition(),1
,JavaScript,jQuery,Mid,Której funkcji należy użyć w sytuacji konfliktu nazw?,nameConflict(),noConflict(),stopConflict(),noNameConflict(),2
,JavaScript,jQuery,Mid,Która funkcja zapewnia możliwość dodania/usunięcia klasy CSS w danym elemencie przy każdym wywołaniu?,switchClass(),switch(),toggleClass(),altClass(),3
